McsIndex,SnrDb,EffectiveSinrDb,MeasuredBler,TotalBlocks,FailedBlocks,SuccessfulBlocks,CiLow95,CiHigh95,EesmBeta,Mapping
3,22,5.67201199305735,0.203629032258065,496,101,395,0.170529952266955,0.241283710301346,4.5,minimum
3,24,6.35897364994218,0.05,2000,100,1900,0.0412810881109756,0.0604443177294861,4.5,minimum
3,26,6.84535431752845,0.017,2000,34,1966,0.0121906065577825,0.023661329044313,4.5,minimum
3,28,7.36607567405179,0.001,2000,2,1998,0.000274273176083379,0.00363901018922853,4.5,minimum
4,14,3.1733460642282,1,112,112,0,0.966837474620516,1,5.5,minimum
4,16,4.00871671026449,1,112,112,0,0.966837474620516,1,5.5,minimum
4,18,4.50786478934417,1,112,112,0,0.966837474620516,1,5.5,minimum
4,20,5.2535715452057,1,112,112,0,0.966837474620516,1,5.5,minimum
4,22,5.86665935273405,0.964285714285714,112,108,4,0.911752041299021,0.986025613705745,5.5,minimum
4,24,6.25483485637889,0.743055555555556,144,107,37,0.666022357753952,0.807457366491457,5.5,minimum
4,26,6.79951175029086,0.459821428571429,224,103,121,0.395780642484348,0.525217103317999,5.5,minimum
4,28,7.43593587963082,0.1953125,512,100,412,0.163294569621922,0.231868596745428,5.5,minimum
4,30,7.75163779438762,0.0822368421052632,1216,100,1116,0.0680793463235324,0.0990256286174764,5.5,minimum
5,16,3.81117193774904,1,112,112,0,0.966837474620516,1,6.5,minimum
5,18,4.98001797613173,1,112,112,0,0.966837474620516,1,6.5,minimum
5,20,4.96891322364052,1,112,112,0,0.966837474620516,1,6.5,minimum
5,22,5.85035616313451,1,112,112,0,0.966837474620516,1,6.5,minimum
5,24,6.32271921219301,0.973214285714286,112,109,3,0.924193264073401,0.990849345835301,6.5,minimum
5,26,6.87653022850778,0.828125,128,106,22,0.753458504280207,0.883669685911659,6.5,minimum
5,28,7.46318522734807,0.613636363636364,176,108,68,0.54000288272234,0.682415067295898,6.5,minimum
5,30,7.75827134701517,0.455357142857143,224,102,122,0.391440141331548,0.520779576226616,6.5,minimum
6,20,4.87187429351957,1,112,112,0,0.966837474620516,1,12,minimum
6,22,5.67435862665458,1,112,112,0,0.966837474620516,1,12,minimum
6,24,6.20966756675182,1,112,112,0,0.966837474620516,1,12,minimum
6,26,6.5974168811863,0.955357142857143,112,107,5,0.89972967462653,0.980783025474297,12,minimum
6,28,7.01761980709955,0.8046875,128,103,25,0.727557725136866,0.864061308612724,12,minimum
6,30,7.82548420759818,0.520833333333333,192,100,92,0.450455988283115,0.590393351183066,12,minimum
7,22,5.84894760448251,1,112,112,0,0.966837474620516,1,16,minimum
7,24,6.39933859817693,1,112,112,0,0.966837474620516,1,16,minimum
7,26,6.82319077872202,1,112,112,0,0.966837474620516,1,16,minimum
7,28,7.40978162097756,1,112,112,0,0.966837474620516,1,16,minimum
7,30,8.02533761602648,0.991071428571429,112,111,1,0.951150333804964,0.998422185911615,16,minimum
8,24,6.50464594033331,1,112,112,0,0.966837474620516,1,20,minimum
8,26,6.84845728855851,1,112,112,0,0.966837474620516,1,20,minimum
8,28,7.37406238683535,1,112,112,0,0.966837474620516,1,20,minimum
8,30,7.53230832822827,1,112,112,0,0.966837474620516,1,20,minimum
