McsIndex,SnrDb,EffectiveSinrDb,MeasuredBler,TotalBlocks,FailedBlocks,SuccessfulBlocks,CiLow95,CiHigh95,EesmBeta,Mapping
2,18,10.7202723468261,0.181159420289855,552,100,452,0.151268076242464,0.215457983843719,1.7,mean
2,20,12.1190683861452,0.0892857142857143,1120,100,1020,0.0739587222247608,0.107420575355966,1.7,mean
2,22,13.8011490361473,0.03,2000,60,1940,0.0233777478065314,0.0384243427379508,1.7,mean
2,24,15.5039237223624,0.015,2000,30,1970,0.0105270301204456,0.0213325739520519,1.7,mean
3,12,6.26709774666702,1,104,104,0,0.964377383124879,1,4.5,mean
3,14,7.71697075604711,0.980769230769231,104,102,2,0.932575546036441,0.994710399275943,4.5,mean
3,16,9.11079747217036,0.892857142857143,112,100,12,0.822017523176338,0.937640492596924,4.5,mean
3,18,10.6067177802245,0.722222222222222,144,104,40,0.64401655193342,0.788879195948096,4.5,mean
3,20,12.2052365210774,0.459821428571429,224,103,121,0.395780642484348,0.525217103317999,4.5,mean
3,22,13.824077843096,0.217672413793103,464,101,363,0.182524839973764,0.257456555438701,4.5,mean
3,24,15.4393014096086,0.0874125874125874,1144,100,1044,0.0723956716949752,0.105191200918807,4.5,mean
3,26,17.2796088584594,0.046,2000,92,1908,0.037656884800935,0.0560838579803307,4.5,mean
3,28,19.1161310493735,0.0185,2000,37,1963,0.0134512715327923,0.0253949127165016,4.5,mean
4,14,7.664260451844,1,104,104,0,0.964377383124879,1,5.5,mean
4,16,9.45566230412002,1,104,104,0,0.964377383124879,1,5.5,mean
4,18,10.5663675339728,0.990384615384615,104,103,1,0.947530993323053,0.998300670895579,5.5,mean
4,20,12.1385857386131,0.961538461538462,104,100,4,0.90525107722347,0.984943430276419,5.5,mean
4,22,13.810274281089,0.891666666666667,120,107,13,0.823444919947261,0.935589201058928,5.5,mean
4,24,15.5511198942115,0.701388888888889,144,101,43,0.622198753225917,0.770113018291707,5.5,mean
4,26,17.1904619422916,0.360714285714286,280,101,179,0.306701670787118,0.418497172511398,5.5,mean
4,28,18.9579453827278,0.208333333333333,480,100,380,0.174387878646314,0.246910331346378,5.5,mean
4,30,21.0236607332618,0.108695652173913,920,100,820,0.0901856188272417,0.130459998343494,5.5,mean
5,16,9.16370038075566,1,104,104,0,0.964377383124879,1,6.5,mean
5,18,10.7683126235862,1,104,104,0,0.964377383124879,1,6.5,mean
5,20,12.2366829620789,1,104,104,0,0.964377383124879,1,6.5,mean
5,22,13.6160816135973,0.971153846153846,104,101,3,0.918598230697878,0.990141995708258,6.5,mean
5,24,15.5091759912716,0.919642857142857,112,103,9,0.854302972302565,0.957149908182511,6.5,mean
5,26,17.5379618992105,0.677631578947368,152,103,49,0.599740672261658,0.746765010431539,6.5,mean
5,28,19.2385286219506,0.51,200,102,98,0.441184632709161,0.578438447172473,6.5,mean
5,30,21.0462273671645,0.382575757575758,264,101,163,0.326029607971987,0.44249029334282,6.5,mean
6,20,12.0048468140553,1,104,104,0,0.964377383124879,1,12,mean
6,22,13.6629901158843,0.990384615384615,104,103,1,0.947530993323053,0.998300670895579,12,mean
6,24,15.0785174400621,0.971153846153846,104,101,3,0.918598230697878,0.990141995708258,12,mean
6,26,17.2088327027503,0.8203125,128,105,23,0.744782199708605,0.87717627166917,12,mean
6,28,19.1153511961264,0.65,160,104,56,0.573362697530436,0.719603191474555,12,mean
6,30,21.1495142615569,0.390625,256,100,156,0.332896877103213,0.451587208585915,12,mean
7,22,13.9200576595073,1,104,104,0,0.964377383124879,1,16,mean
7,24,15.445227242484,1,104,104,0,0.964377383124879,1,16,mean
7,26,17.1230350134178,1,104,104,0,0.964377383124879,1,16,mean
7,28,19.0371817969248,0.980769230769231,104,102,2,0.932575546036441,0.994710399275943,16,mean
7,30,21.3580651057693,0.919642857142857,112,103,9,0.854302972302565,0.957149908182511,16,mean
8,24,15.5743105514072,1,104,104,0,0.964377383124879,1,20,mean
8,26,17.0869640171979,1,104,104,0,0.964377383124879,1,20,mean
8,28,18.948955807442,1,104,104,0,0.964377383124879,1,20,mean
8,30,20.8538793142311,0.980769230769231,104,102,2,0.932575546036441,0.994710399275943,20,mean
