McsIndex,SnrDb,EffectiveSinrDb,MeasuredBler,TotalBlocks,FailedBlocks,SuccessfulBlocks,CiLow95,CiHigh95,EesmBeta,Mapping
0,4,0.737640579037096,0.990384615384615,104,103,1,0.947530993323053,0.998300670895579,1.5,mean
0,6,2.20564330866198,0.955357142857143,112,107,5,0.89972967462653,0.980783025474297,1.5,mean
0,8,3.61772734096267,0.64375,160,103,57,0.566972346597215,0.713786630365901,1.5,mean
0,10,4.99712411764252,0.286931818181818,352,101,251,0.242177457532615,0.336286668078331,1.5,mean
0,12,6.31297670716526,0.0791139240506329,1264,100,1164,0.0654768426517425,0.0953016015955515,1.5,mean
0,14,7.73632901484693,0.0165,2000,33,1967,0.0117727511221759,0.0230811015975202,1.5,mean
0,16,9.14606560916423,0.0025,2000,5,1995,0.00106829296910572,0.00583923904340465,1.5,mean
1,6,2.20692675110781,1,104,104,0,0.964377383124879,1,1.6,mean
1,8,3.61493512067704,1,104,104,0,0.964377383124879,1,1.6,mean
1,10,5.03844209876561,0.858333333333333,120,103,17,0.784803512725837,0.90963195968408,1.6,mean
1,12,6.23256724982235,0.657894736842105,152,100,52,0.579415278881789,0.728589772401053,1.6,mean
1,14,7.78648890147176,0.277777777777778,360,100,260,0.23404035963795,0.326207836280273,1.6,mean
1,16,9.12686594223478,0.119103773584906,848,101,747,0.0990016745871336,0.142641372664844,1.6,mean
1,18,10.6263967125617,0.037,2000,74,1926,0.029575183198913,0.046200067699162,1.6,mean
1,20,12.184249304609,0.012,2000,24,1976,0.00807709618377981,0.0177940105943208,1.6,mean
1,22,13.7799291278001,0.0015,2000,3,1997,0.00051025434865193,0.00440111189905947,1.6,mean
2,8,3.66091073178649,1,104,104,0,0.964377383124879,1,1.7,mean
2,10,5.0546380884536,0.980769230769231,104,102,2,0.932575546036441,0.994710399275943,1.7,mean
2,12,6.45195284600943,0.910714285714286,112,102,10,0.84340892445953,0.950779001121608,1.7,mean
2,14,7.85401010888356,0.694444444444444,144,100,44,0.614965893396835,0.763817885999492,1.7,mean
2,16,9.17596689774766,0.403225806451613,248,100,148,0.344098128834152,0.465305877493635,1.7,mean
